"","Q8","STEM_Non-STEM","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q22","Q23","Q24","finance","infotech","space","library","lab","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q33","htopicmen","hresearchmen","hwritingmen","hacadmen","hnonacadmen","hemploymen","Q38","Q39","Q40","Q42","Q43","Q45","Q46","Q47","Q48","Q49","Q78","Q90_1","Q90_2","Q92_1","Q99","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","Sex_ANOVA_Code","Citizenship_ANOVA_Code","Hispanic_Latino_ANOVA_Code","Race_Ethnicy_ANOVA_Code","Underrepresented"
"334","College C","STEM","Very good","Very good","Very good","Strongly Agree","Agree","Agree","Strongly Agree","Maybe","Probably","Maybe","Very good","Good","Good","Very good","Fair","Fair","Good","Yes, and I attended","Somewhat Effective","Yes","No","Fair","Excellent","Excellent","Very Good","Very Good","Very helpful","Very helpful","Very helpful","Somewhat helpful","Not very helpful","Not very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Yes","Very helpful","6","7","Yes","5","2","Seeking position but have no specific prospects","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Yes","Maybe","Probably","Maybe","Good","Very good","Good","Good","Fair","Fair","Good","Strongly Agree","Agree","Agree","Strongly Agree","A minor obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle",1,1,2,5,"Non-Underrespresented Group"
"335","College C","Non-STEM","Excellent","Very good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Very good","Excellent","Excellent","Very good","Very good","Excellent","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Good","Very Good","Very Good","Good","Good","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Very helpful","Yes","Yes","Very helpful","10","25","Yes","3","2","Have signed contract or made definite commitment for a ""postdoc"" or other work","Education","4-year college or university","Education, Training, and Library Occupations","Yes","Probably","Definitely","Definitely","Very good","Excellent","Excellent","Good","Very good","Excellent","Very good","Strongly Agree","Agree","Agree","Agree","A minor obstacle","A minor obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle",2,1,1,7,"Underrepresented Group"
"336","College C","STEM","Very good","Fair","Good","Agree","Agree","Agree","Agree","Probably not","Definitely","Definitely","Fair","Fair","Good","Fair","Poor","Fair","Fair","Yes, and I attended","Somewhat Ineffective","Yes","No","Poor","Poor","Very Good","Very Good","Very Good","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Yes","Very helpful","5","10","Yes","3","1","Have signed contract or made definite commitment for a ""postdoc"" or other work","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Yes","Probably not","Definitely","Probably","Fair","Fair","Fair","Good","Poor","Fair","Fair","Agree","Agree","Agree","Agree","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",1,1,1,7,"Underrepresented Group"
"337","College B","STEM","Good","Very good","Good","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Maybe","Maybe","Maybe","Fair","Good","Excellent","Excellent","Excellent","Fair","Good","Yes, and I attended","Very Effective","Yes","Yes","Poor","Excellent","Very Good","Excellent","Excellent","Very helpful","Somewhat helpful","Not very helpful","N/A - I did not receive advice on this","Very helpful","Somewhat helpful","Yes","Yes","Very helpful","Somewhat helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","No",NA,"No","Yes","Very helpful","4","1","Yes","2","0","Seeking position but have no specific prospects",NA,NA,NA,"Yes","Maybe","Maybe","Maybe","Fair","Very good","Excellent","Excellent","Excellent","Fair","Good","Strongly Agree","Strongly Agree","Agree","Strongly Agree","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",1,1,1,7,"Underrepresented Group"
"338","College C","STEM","Good","Good","Good","Agree","Agree","Ambivalent","Ambivalent","Maybe","Definitely","Maybe","Good","Good","Fair","Good","Very good","Good","Good","I don't remember",NA,"Yes","Yes","Excellent","Very Good","Very Good","Very Good","Very Good","Not very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Yes","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Somewhat helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Very helpful","Yes","Yes","Not very helpful","1","4","Yes","3","0","Have signed contract or made definite commitment for a ""postdoc"" or other work","Education",NA,"Scientists, Social Scientists","Yes","Maybe","Definitely","Maybe","Good","Good","Good","Very good","Very good","Good","Good","Ambivalent","Agree","Ambivalent","Ambivalent","Not an obstacle","Not an obstacle","A major obstacle","A minor obstacle","Not an obstacle","Not an obstacle",1,1,2,2,"Underrepresented Group"
"339","College C","Non-STEM","Good","Fair","Good","Agree","Strongly Agree","Agree","Strongly Agree","Probably not","Maybe","Probably not","Good","Very good","Fair","Fair","Poor","Poor","Fair","Yes, but I did not attend",NA,"Yes","Yes","Fair","Fair","Good","Fair","N/A","Very helpful","Somewhat helpful","Very helpful","Not very helpful","Not at all helpful","Somewhat helpful","Yes","Yes","Somewhat helpful","Somewhat helpful","Somewhat helpful","Not at all helpful","Not at all helpful","Not at all helpful","Yes","Not very helpful","No","No",NA,"0","3","Yes","4","0","Other - Specify:","Technology",NA,"Other Occupations","Yes","Definitely not","Maybe","Probably not","Good","Good","Fair","Poor","Poor","Fair","Good","Agree","Agree","Agree","Strongly Agree","A major obstacle","Not an obstacle","A major obstacle","A major obstacle","A major obstacle","Not applicable",1,1,1,7,"Underrepresented Group"
"340","College C","Non-STEM","Good","Poor","Fair","Ambivalent","Disagree","Ambivalent","Strongly Disagree","Definitely not","Definitely not","Probably not","Good","Good","Fair","Poor","Good","Fair","Fair","I don't remember",NA,"Yes","Yes","Good","N/A","Fair","Very Good","Good","Not very helpful","Not at all helpful","Very helpful","Not very helpful","Not at all helpful","Not at all helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","No","Yes","Not at all helpful","N/A","9","No","3","2","Returning to, or continuing in, predoctoral employment","Education","4-year college or university","Education, Training, and Library Occupations","Yes","Definitely not","Probably not","Definitely not","Good","Very good","Poor","Poor","Good","Poor","Fair","Disagree","Disagree","Ambivalent","Strongly Disagree","A minor obstacle","A minor obstacle","Not an obstacle","A major obstacle","Not an obstacle","Not an obstacle",2,1,2,2,"Underrepresented Group"
"341","College F","STEM","Good","Excellent","Very good","Agree","Agree","Strongly Agree","Strongly Agree","Probably","Probably","Probably","Good","Good","Good","Good","Very good","Very good","Very good","I don't remember",NA,"Yes","No","Very Good","Very Good","Good","Good","Fair","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Not very helpful","Yes","Yes","Very helpful","3","4","Yes","1","0","Have signed contract or made definite commitment for a ""postdoc"" or other work","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Yes","Probably","Maybe","Probably","Very good","Good","Good","Good","Very good","Very good","Very good","Agree","Agree","Strongly Agree","Strongly Agree","Not applicable","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not applicable",2,1,1,7,"Underrepresented Group"
"342","College C","Non-STEM","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Excellent","Good","Very good","Good","Good","Poor","Good","No",NA,"Yes","No","Fair","Fair",NA,"Good","Good","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","No",NA,"2","4","Yes","0","0","Returning to, or continuing in, predoctoral employment","Education","University-affiliated research institute","Education, Training, and Library Occupations","Yes","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","A minor obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",2,2,1,7,"Underrepresented Group"
"343","College B","STEM","Very good","Very good","Very good","Agree","Strongly Agree","Agree","Agree","Maybe","Maybe","Definitely","Excellent","Excellent","Good","Fair","Very good","Good","Very good","I don't remember",NA,"Yes","Yes","Fair","Good","Very Good","Very Good","Very Good","Very helpful","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Yes","Very helpful","7","2","Yes","4","4","Other - Specify:","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Yes","Maybe","Maybe","Definitely","Excellent","Excellent","Very good","Fair","Excellent","Very good","Very good","Agree","Agree","Strongly Agree","Agree","A minor obstacle","Not an obstacle","A minor obstacle","A major obstacle","A major obstacle","Not applicable",1,1,1,7,"Underrepresented Group"
"344","College C","Non-STEM","Excellent","Excellent","Excellent","Strongly Agree","Agree","Agree","Strongly Agree","Probably","Probably","Definitely","Very good","Very good","Good","Good","Fair","Good","Very good","I don't remember",NA,"Yes","Yes","Very Good","Good","Very Good","Good","N/A","Somewhat helpful","Somewhat helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Yes","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Very helpful","Yes","No",NA,"0","14","Yes","8","2","Have signed contract or made definite commitment for a ""postdoc"" or other work","Education","4-year college or university","Education, Training, and Library Occupations","Yes","Probably","Probably","Definitely","Good","Very good","Good","Good","Fair","Good","Very good","Strongly Agree","Strongly Agree","Agree","Strongly Agree","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",1,1,1,7,"Underrepresented Group"
"345","College C","STEM","Good","Good","Good","Ambivalent","Agree","Ambivalent","Agree","Maybe","Probably not","Probably","Good","Good","Poor","Fair","Excellent","Poor","Good","Yes, and I attended","Somewhat Ineffective","No","No","Good","Very Good","Good","Very Good","Good","Somewhat helpful","Not very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","No","N/A - I did not receive advice on this","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","N/A - I did not receive advice on this","Yes","Very helpful","No","Yes","Very helpful","6","5","No","0","2","Negotiating with one or more specific organizations","Education","4-year college or university","Scientists, Social Scientists","No","Probably not","Probably not","Probably","Good","Good","Poor","Fair","Excellent","Fair","Good","Ambivalent","Agree","Ambivalent","Agree","Not an obstacle","Not an obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not applicable",2,1,1,7,"Underrepresented Group"
"346","College C","STEM","Very good","Good","Good","Agree","Agree","Agree","Agree","Maybe","Maybe","Probably","Very good","Very good","Very good","Very good","Very good","Good","Very good","No",NA,"Yes","No","Excellent","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Very helpful","Somewhat helpful","Somewhat helpful","Very helpful","No",NA,"No","Yes","Very helpful","1","6","Yes","1","1","Have signed contract or made definite commitment for a ""postdoc"" or other work","Technology","Computer and Electronic Product Manufacturing","Architecture and Engineering Occupations","Yes","Maybe","Maybe","Probably","Good","Very good","Very good","Very good","Very good","Good","Very good","Agree","Agree","Agree","Agree","A minor obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",1,1,2,2,"Underrepresented Group"
"347","College B","STEM","Very good","Good","Very good","Strongly Agree","Agree","Ambivalent","Agree","Probably","Probably","Probably","Very good","Very good","Very good","Excellent","Very good","Very good","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","N/A","Good","N/A","N/A","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,"No","Yes","Very helpful","8","4","Not applicable","1","2","Returning to, or continuing in, predoctoral employment","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Yes","Probably","Probably","Definitely","Very good","Very good","Very good","Very good","Very good","Very good","Very good","Strongly Agree","Strongly Agree","Agree","Agree","A major obstacle","Not applicable","Not an obstacle","A minor obstacle","A minor obstacle","Not applicable",1,1,2,4,"Underrepresented Group"
